WBRatio,OPC,PPC,DAYS,CO2,STRENGTH
0.45049056,232.7911,266.43597,32.88356,0.10979036,40.849464
0.45851907,191.66411,262.448,35.63958,0.10619421,37.00074
0.45384282,235.01643,254.20743,31.70296,0.1026123,38.97695
0.45372063,252.06482,258.9543,31.804533,0.10974741,40.22038
0.43577164,184.65622,299.70697,32.672283,0.0811026,41.239594
0.45352665,242.82515,237.54034,32.02674,0.11022873,38.85298
0.4496653,253.51471,246.21472,32.35656,0.09611501,43.30971
0.41447395,245.53839,322.46423,33.076263,0.092244886,42.40504
0.43806672,243.02809,268.80615,30.526894,0.10182331,40.50528
0.45432383,275.33246,279.31815,32.383934,0.10469262,38.99119
0.45413488,241.48291,246.72585,32.66658,0.10444331,38.68468
0.44891167,244.78363,255.34546,34.378437,0.12862274,40.381866
0.4440526,219.37505,281.9354,33.16557,0.106638655,42.07436
0.4503921,252.59149,258.31366,36.056305,0.1103917,40.143787
0.45108682,221.82234,253.57094,31.47485,0.10468632,39.811684
0.44398108,233.61977,232.30673,34.405666,0.100867584,44.316887
0.43421674,220.01578,272.8753,37.536915,0.10034162,39.87825
0.44902176,288.71506,235.42166,33.20879,0.11446458,42.592644
0.45927018,219.54015,250.02455,35.71544,0.11153629,41.05242
0.4450006,244.7105,230.70374,33.53265,0.10982635,41.16961
0.4455792,289.57397,269.58008,32.166912,0.10554676,38.933346
0.44954735,233.01141,245.64377,31.314484,0.114478745,42.276093
0.45696673,262.61682,229.19055,35.498344,0.11305326,38.883797
0.4417614,241.21092,256.4984,30.441828,0.09979338,40.454216
0.44612893,256.538,243.64426,31.10363,0.10567657,42.17045
0.44196478,262.15326,231.29451,33.010986,0.104591824,41.45056
0.44608635,238.37733,289.94434,32.93963,0.08695854,41.349415
0.45248586,252.73817,275.15942,34.622066,0.09860966,40.86298
0.44213033,244.40036,263.05347,32.043003,0.11529754,41.194912
0.44806552,268.96786,269.24988,32.830315,0.1001659,39.561966
0.46120682,282.7664,247.83525,32.899483,0.11050358,38.32953
0.44789734,230.87187,269.7067,32.803646,0.10024358,39.702984
0.4474308,266.00995,252.13498,32.123535,0.109085664,38.863888
0.44709748,205.85806,236.13194,35.197784,0.100908734,42.010708
0.44952917,244.36633,246.95108,33.914303,0.10476978,39.760582
0.45335674,257.7014,243.48045,34.58569,0.105616115,40.17415
0.4545816,242.88515,243.41635,30.163504,0.11148381,38.492474
0.45186386,221.65945,207.49341,32.8845,0.10811831,39.020176
0.44189134,253.06667,255.99342,31.94172,0.09135871,42.40577
0.4653278,214.92493,245.83049,32.645462,0.10275278,39.116493
0.44381794,259.9805,248.53021,31.393671,0.09734174,40.32659
0.44238725,209.86584,278.64117,33.308914,0.09018362,41.741932
0.44814593,264.57336,242.337,32.487675,0.10749169,39.732956
0.45078716,221.35565,274.8814,30.854582,0.11020317,39.738384
0.45266795,207.73743,239.07529,34.10903,0.100497745,38.84711
0.453345,239.93846,260.8043,33.02484,0.10405074,39.84926
0.4505437,295.35156,247.04874,31.189745,0.10301651,40.321568
0.45358005,190.29945,246.17212,34.969498,0.098369405,41.997746
0.44901887,227.78935,229.0108,34.53761,0.12021287,40.572277
0.44857413,225.53476,254.8019,33.26145,0.10224309,38.10606
0.4421497,209.17964,282.5283,33.3911,0.09406297,38.85277
0.45092487,193.41095,300.52637,32.25177,0.096478,38.572987
0.43963417,255.90915,236.25089,32.589878,0.10957807,41.318382
0.44522375,253.4766,248.3431,32.46255,0.10774231,38.580906
0.4438634,224.1407,274.74985,32.14369,0.104273535,39.708317
0.4476207,219.05365,205.58551,36.180843,0.0986117,38.113663
0.45668188,206.73924,245.92035,33.944233,0.102149464,43.114094
0.45694804,265.57455,244.82153,31.26507,0.11449919,38.345684
0.44599098,239.68921,263.68362,33.19852,0.105414346,39.3977
0.4386497,228.35065,254.96074,31.730362,0.100221775,39.59349
0.45387784,227.34746,250.57358,34.84849,0.09903065,40.308483
0.44956335,229.49677,228.67738,32.67531,0.09893261,38.260323
0.4476419,252.22787,261.24728,34.16756,0.0990547,39.366238
0.43862233,268.22345,273.1808,35.03666,0.104845665,41.736572
0.44524592,227.7951,277.96387,34.81107,0.1019932,41.95924
0.44887552,251.00111,251.88162,32.769386,0.10458301,41.375927
0.45440936,259.06372,254.23663,32.227467,0.1094512,38.06857
0.4434262,249.5426,223.92064,33.147552,0.10728613,39.62943
0.45163363,266.59738,255.4644,35.15188,0.10951389,40.05474
0.44691595,228.92935,291.92618,33.240356,0.102042295,38.98701
0.43135962,267.77103,280.1438,32.208298,0.103814796,39.475285
0.44558534,236.73071,251.1662,33.103226,0.10752119,41.214836
0.4313844,233.55128,283.9031,34.81881,0.0970678,39.90134
0.4563295,252.99269,249.0215,33.569756,0.104372166,38.531063
0.4436172,234.10013,240.81546,33.740154,0.10724954,39.82332
0.4464336,252.10774,243.40366,31.569353,0.10550749,39.207256
0.43864816,245.92438,290.2259,32.129364,0.1109365,39.619877
0.4537868,275.94275,247.2986,38.21373,0.12074788,42.35626
0.4457465,268.96524,251.2722,31.369917,0.09956253,42.542873
0.4507312,257.43387,253.98022,30.547466,0.11088631,37.771503
0.44535762,228.3442,239.67818,34.101444,0.09272086,41.23479
0.43906778,238.33633,255.66882,32.200283,0.09925394,41.166515
0.4380936,270.9216,255.41293,35.30331,0.101948656,43.48535
0.45049015,226.06853,259.4871,32.403255,0.10338086,42.00035
0.44625133,244.34508,259.93478,32.832268,0.09052564,42.16451
0.44118723,218.61559,219.60544,35.81036,0.1037884,40.237038
0.45311514,213.82677,276.01956,33.30199,0.09211961,38.26282
0.44801897,270.2811,260.40298,31.771738,0.09796972,41.05017
0.44780087,236.19211,260.62787,31.252024,0.106617615,41.71577
0.45507938,219.16428,247.5553,35.692497,0.111006215,42.497078
0.45182228,230.80482,253.32329,31.623972,0.10921558,42.178818
0.4469706,243.8197,257.7601,38.568428,0.109635904,42.39062
0.43151206,257.07285,300.40854,34.702118,0.10673907,39.08553
0.4403196,241.67162,262.76306,35.726135,0.10771821,40.9476
0.44568974,214.62721,233.23311,34.536037,0.10477336,40.496582
0.45474282,234.99959,269.6237,34.65187,0.10994979,40.68931
0.44159937,218.77942,266.50797,33.39457,0.09493469,40.328957
0.46293187,234.99254,245.90305,37.999763,0.118527316,39.88079
0.451821,238.23897,288.77765,32.22567,0.10449251,41.453148
0.44305915,247.87529,288.12402,31.745417,0.09033894,41.155148
0.45764,184.98447,241.62213,36.408592,0.09362263,42.394802
0.44726053,259.56656,223.23401,31.311195,0.11037419,41.96309
0.43263778,219.48805,289.86032,33.30331,0.094939694,42.092255
0.45095927,228.69485,232.08037,34.759438,0.10917737,43.64227
0.44323295,232.37857,197.9405,32.030205,0.103843644,38.306946
0.43422475,240.78229,247.17728,33.47521,0.10169685,41.32577
0.4425095,234.03899,204.79465,35.10207,0.105947755,41.779793
0.44683155,240.98047,255.3517,31.018978,0.10991458,41.086056
0.44736594,264.96222,218.62393,34.69429,0.101964094,44.009834
0.45214278,263.68262,249.96068,35.029854,0.111651346,38.265846
0.44304648,246.96289,267.42746,35.693058,0.10351914,39.09336
0.43483767,284.3668,250.69206,33.987026,0.104195476,44.727077
0.4466179,225.19409,259.93427,30.804482,0.10592599,41.561295
0.44767365,206.31543,268.37375,37.91104,0.09682797,40.902054
0.44979072,219.38782,260.17575,32.89713,0.10471239,41.83776
0.4461248,256.31744,247.60605,32.32688,0.10366459,40.022648
0.4373769,223.60355,253.54404,33.06318,0.0952209,41.951595
0.4506967,227.01018,258.3429,33.579353,0.09605376,40.353645
0.4404881,229.56677,217.79858,33.835484,0.10626985,40.32223
0.45618352,164.9801,246.1717,31.180962,0.10250392,39.632137
0.44675398,221.94446,222.76605,35.614708,0.10614119,39.521114
0.4526309,238.77269,253.54677,31.596952,0.101368524,40.264565
0.4452414,257.35712,279.0645,33.047543,0.1094826,38.067375
0.45086795,234.70438,228.42989,32.245163,0.10657569,40.358334
0.44835797,251.49155,235.67342,34.184372,0.11551757,37.24586
0.45974717,246.53271,222.51341,36.061718,0.123093784,37.74178
0.4487729,257.3641,257.59778,32.4135,0.116492495,37.538074
0.44990626,219.54286,254.06837,37.12247,0.10118504,43.36198
0.45141616,213.78012,239.86015,31.322702,0.1094543,39.67547
0.4396146,224.50067,219.59117,35.438763,0.10026811,39.289803
0.4585924,275.3354,277.41016,32.572826,0.113490626,40.58839
0.4519329,259.11734,239.34065,33.635704,0.118261516,38.9802
0.44827682,234.09747,274.40225,30.331364,0.10155127,38.64904
0.45268464,238.39163,273.60916,33.42119,0.10266726,39.471756
0.45277017,258.5653,257.62363,31.30981,0.11339092,40.34289
0.44838387,215.01253,213.98904,34.70004,0.105833076,40.189255
0.45389596,277.7837,237.91223,33.59412,0.118910216,42.596798
0.4559378,236.49248,256.04874,34.806026,0.108218886,38.987194
0.45239654,236.72166,258.8187,31.897305,0.10410564,39.410088
0.4336403,216.77081,300.7609,32.860386,0.104709186,41.260803
0.4636115,216.0576,269.8141,34.86917,0.10874965,39.747437
0.44223824,266.19614,255.56737,31.648981,0.10399443,40.138676
0.4335842,225.82733,273.70517,31.696955,0.0988795,40.76162
0.4488833,247.90833,246.1946,32.437958,0.10232496,39.855427
0.44722024,187.8088,249.52737,34.22481,0.09249806,41.721798
0.4414951,258.49628,251.47095,32.14491,0.1114404,44.276382
0.4563242,269.1112,284.74246,31.35185,0.10343661,39.902847
0.4517819,265.96396,285.2601,33.217236,0.09793137,38.564304
0.44437307,254.73082,226.38628,33.29341,0.10528548,39.50643
0.44575676,237.20859,236.46558,33.905792,0.10201786,37.238747
0.45480865,228.77406,249.12305,32.760555,0.11122346,38.91811
0.45875907,215.37448,255.48935,30.881102,0.10081367,40.488575
0.4479979,235.47882,278.31424,31.826906,0.09580304,41.181053
0.44999927,256.0695,249.12947,31.977142,0.1111753,39.5171
0.43237194,248.0199,278.62997,34.6164,0.098475866,41.317642
0.45985994,225.71515,227.0686,34.434113,0.103557184,39.934128
0.4573261,227.4901,221.4412,35.72011,0.115553856,38.280773
0.45552364,251.21266,235.71788,34.110584,0.112515904,38.653572
0.45157856,251.77834,254.66049,33.551052,0.11846657,39.001167
0.44574818,253.82498,242.84792,30.997972,0.10079087,38.755356
0.45480555,238.4657,271.83322,33.902924,0.10021837,39.068504
0.45051852,244.97575,243.33037,33.759,0.10517315,39.466045
0.43127388,287.13013,256.86963,32.60474,0.10515652,42.349915
0.44068915,213.68126,261.96457,37.58222,0.11426232,38.84123
0.45906,224.75346,201.49399,37.80794,0.110529445,39.57975
0.44898105,229.12067,260.60825,35.106205,0.10498581,37.70607
0.44441748,272.20123,229.40048,31.758072,0.10469167,44.37981
0.4510115,233.0815,236.35017,34.35886,0.09758802,41.894283
0.43853062,226.28435,308.3744,32.910507,0.09795543,38.60185
0.44371256,278.76038,268.70654,35.586067,0.10403252,41.459766
0.4526516,236.24715,256.00653,32.357677,0.108334444,40.958786
0.45546404,218.81848,244.59575,33.801834,0.10275547,40.41316
0.45305,236.5576,252.4405,33.890446,0.116140224,37.563274
0.45087776,228.97058,246.30522,31.825933,0.09634507,40.22867
0.44652104,260.2707,228.67813,31.921265,0.10542617,40.996853
0.44471318,239.7389,235.4545,33.347565,0.10843978,38.97006
0.4545672,226.95534,284.59668,33.153614,0.10807333,40.33217
0.44752258,208.23444,184.4804,38.9479,0.11458166,41.10789
0.45561385,225.36533,265.1157,36.946163,0.11866979,41.096115
0.43729973,215.2525,222.61496,36.38858,0.11678709,45.958412
0.4422679,259.70355,234.67679,33.256767,0.098031506,41.97823
0.44457358,252.56989,253.33792,30.098093,0.10648619,41.982414
0.4514554,222.0965,264.90616,35.18674,0.09261094,39.0671
0.4558611,204.35513,227.65407,35.616184,0.114755675,36.65897
0.45602685,248.16792,241.11499,35.144875,0.10700381,40.253334
0.45412105,223.76808,271.78967,33.353954,0.09239657,40.214775
0.44346794,225.12816,239.97705,32.6595,0.106212735,42.27888
0.44366258,193.81413,216.66867,35.38849,0.10329642,41.972855
0.45017785,268.42087,267.45715,31.60638,0.10521217,37.985012
0.45173866,250.60303,232.70479,36.291153,0.10369031,40.154495
0.45134974,263.85278,268.40045,35.088673,0.10964708,40.467804
0.4606777,209.2118,260.67303,32.28555,0.1024148,41.24713
0.45852542,209.83179,248.4917,35.57683,0.109917834,40.55402
0.43527374,211.52571,315.06055,33.464165,0.08200058,42.448242
0.45381704,225.7151,267.48508,35.53704,0.107968055,39.601677
0.45054063,241.72679,252.38657,30.996607,0.105544254,39.607594
0.44368201,251.31517,263.73935,33.89277,0.103346325,40.20903
0.448771,217.23476,248.96681,36.78809,0.10779798,40.54746
0.44148636,246.76672,256.6955,31.875076,0.10003791,39.938694
0.444122,271.38977,220.72562,32.722492,0.106813505,42.64294
0.43138948,226.68071,270.15143,33.10372,0.112427436,40.606236
0.44651723,198.55116,254.0432,37.523758,0.11110757,38.882763
0.44520587,221.30154,259.5288,33.863354,0.09696717,42.450535
0.45326042,233.04913,245.84567,33.654896,0.10464962,42.518227
0.43646494,242.32846,220.62444,33.358425,0.10636725,44.111015
0.4533878,218.71416,283.5971,31.017054,0.10318472,38.848007
0.45202413,222.58995,242.68379,36.175163,0.10516961,39.71705
0.4472815,208.9115,266.25476,35.877373,0.08728514,39.01814
0.44386497,233.74413,252.84145,31.640404,0.10369964,40.489765
0.45989862,265.90182,263.39114,33.624363,0.10887386,38.84448
0.4462203,228.2327,272.23016,35.0348,0.09839533,40.18181
0.43439168,226.22527,283.76056,35.708057,0.094276056,41.97668
0.4584588,207.64561,234.9863,34.14762,0.10201222,39.58823
0.44629765,270.4289,279.4473,32.074024,0.09815642,40.11399
0.439847,251.0305,261.93298,32.634953,0.10504858,40.458103
0.45598084,219.32852,252.5047,32.881374,0.10116134,40.353344
0.4440774,229.58914,287.27612,32.47732,0.094938144,39.606163
0.44728366,303.36725,259.7292,35.70093,0.10626032,44.13947
0.46069986,211.37857,264.97162,34.11532,0.10099524,39.483982
0.4430008,223.03009,257.59314,33.06017,0.095028736,41.41518
0.45472074,186.24718,256.7901,33.83753,0.099080056,38.458557
0.45423895,246.96234,231.08653,33.60135,0.109341934,38.78528
0.4384471,252.43146,235.48677,33.96219,0.10493858,39.576637
0.45128697,212.18379,233.53275,35.999287,0.101352885,41.23053
0.42878786,252.03615,268.3559,31.742506,0.100385845,40.197456
0.4601635,288.48172,282.92612,33.026184,0.11686615,38.791348
0.4524495,178.62845,235.97786,38.1853,0.101967975,40.430824
0.4540494,288.48618,263.28223,32.565094,0.105114385,40.60551
0.44502467,228.2344,230.1497,34.01774,0.0992714,41.48369
0.4392991,281.1812,224.42323,34.900475,0.11397191,43.366653
0.44965038,241.86172,267.4182,32.72816,0.1004024,39.942616
0.43920308,274.6988,263.17514,34.222332,0.10843821,38.209442
0.4479084,258.34723,260.66257,30.457031,0.105888166,41.23513
0.4466118,250.88132,249.71523,33.4071,0.10152288,41.83981
0.44290456,249.81029,266.49063,32.9314,0.118366025,41.243397
0.4571723,234.38683,231.21127,34.0103,0.10439788,37.585007
0.4524169,230.17883,266.3808,34.446453,0.107237145,39.109665
0.46138328,267.9754,246.3241,34.749752,0.115888976,41.264755
0.45653448,233.74535,262.08133,33.59037,0.10006072,39.764027
0.4521923,219.29492,254.80977,36.066868,0.10526403,38.0357
0.4527194,222.3216,265.6099,34.15003,0.0998644,38.958225
0.44014198,236.72517,260.36322,31.811092,0.100501224,45.710594
0.45355788,206.87003,271.11197,31.565268,0.107702,41.789978
0.43814787,216.9078,273.5544,33.091393,0.10971364,39.52681
0.44757995,260.28543,239.39072,32.558388,0.11749096,39.59876
0.45162168,238.89685,272.96872,33.78709,0.10229306,41.53826
0.4384736,275.81363,209.84673,31.221945,0.10917525,42.14446
0.44792852,253.34752,250.95589,32.25768,0.1051059,41.37163
0.45837694,229.83478,254.60843,34.659855,0.09784374,40.039623
0.4537035,211.43297,281.83908,30.694456,0.10278447,39.75036
0.45472798,239.34254,244.69597,34.003407,0.096104026,38.96944
0.44600016,244.46155,256.01605,32.486843,0.09995215,40.060246
0.4474648,271.09378,243.78647,31.720543,0.10945077,37.850002
0.45446682,210.22137,275.20822,32.91494,0.08959572,40.1653
0.45740256,261.95425,271.5878,35.513092,0.11644586,40.187836
0.44255215,209.30952,261.20496,32.694798,0.09651102,41.84226
0.44429564,196.1186,254.46057,31.22404,0.10308568,40.553047
0.44823352,207.36592,257.9344,35.508144,0.10509889,37.871845
0.4501052,234.17729,220.43544,35.42702,0.11932385,39.734547
0.45140037,250.9622,244.78815,32.69982,0.10358922,39.46776
0.4499573,256.12515,256.8424,32.558174,0.1082808,41.370533
0.45743075,208.0943,264.78836,34.187645,0.09848295,40.42962
0.45047212,278.7745,264.3577,33.909718,0.11743955,39.486897
0.45138144,276.63602,260.83426,33.603767,0.11171772,40.40471
0.45199817,257.805,243.46094,32.55616,0.106919214,42.950363
0.4504889,226.89883,242.41115,33.73511,0.098517425,38.227585
0.45092544,194.15584,280.2232,31.120426,0.114366196,38.113075
0.4461926,204.60957,280.59018,30.570673,0.108284175,43.476818
0.45222992,230.57289,226.40993,31.779036,0.102779865,38.164238
0.43343955,232.26599,258.13943,32.94602,0.09027437,42.37456
0.45999342,232.62527,251.91498,35.55267,0.1100513,38.66957
0.4525219,227.50995,273.99054,32.60365,0.1040272,39.956757
0.452566,278.15057,279.15567,31.18088,0.100899234,40.23096
0.4417358,223.08842,231.63141,32.769817,0.09729058,38.432323
0.4436477,282.1167,266.4882,31.951967,0.11252205,39.45002
0.45140547,258.17514,275.6634,32.3391,0.0912355,40.809822
0.45717764,224.57045,257.45273,32.50595,0.102112435,36.883392
0.45037523,227.9089,266.3684,33.294235,0.116508916,39.52874
0.4569827,283.86993,266.4326,31.971994,0.10976207,39.561035
0.45623463,220.56299,242.45631,34.80942,0.10916619,41.960575
0.45600572,262.19006,236.94452,32.524258,0.104106806,39.989887
0.44245163,272.23077,298.31512,34.296284,0.10922704,39.04341
0.46447426,204.23067,268.20035,33.958035,0.10385857,41.00351
0.44550496,243.08997,238.61833,32.659325,0.10500733,40.034153
0.44921988,240.98419,253.21498,31.50066,0.10557389,40.28321
0.45331708,225.57338,226.339,35.326046,0.11076418,39.893745
0.4356851,266.6636,303.87317,32.64741,0.1013761,40.86858
0.45577535,221.52554,247.44853,35.32253,0.100135386,38.3567
0.45902023,244.55852,258.35394,34.634655,0.10208251,40.542603
0.45705873,227.49188,222.76239,33.663628,0.10655193,41.746815
0.45694447,219.18254,230.74615,34.251686,0.106305875,39.95612
0.45290476,268.90088,261.18533,31.984137,0.10623326,38.340065
0.44453746,239.86978,258.34705,33.148716,0.097407304,39.04677
0.45006555,216.33768,250.9855,34.6805,0.095805846,40.013676
0.44307336,243.66833,255.22691,35.490147,0.12219276,37.390377
0.45187002,233.42537,258.33292,33.461395,0.10713842,39.286663
0.45552897,260.0332,265.83582,32.39904,0.114416584,40.05016
0.45696846,184.17027,244.07108,34.819157,0.102185465,36.053165
0.4475658,226.23099,274.93488,37.942017,0.10161545,43.639317
0.43994465,256.71576,236.66078,30.3718,0.11268953,44.642704
0.4513619,261.83975,250.73695,32.95503,0.103507206,40.83088
0.45449525,226.56953,249.49371,36.823143,0.09769865,41.906864
0.45621985,258.12656,252.949,32.230164,0.10156462,38.601933
0.45028648,226.54514,254.55946,31.794785,0.10004548,39.26212
0.4353395,220.27174,262.0712,33.6912,0.09306477,42.370316
0.45519695,212.82098,263.89963,34.43692,0.10184064,41.81267
0.43857557,202.115,229.41638,35.274075,0.09077916,44.15047
0.4400825,259.74847,298.64627,33.131207,0.10188494,39.870293
0.45350137,236.70853,272.08057,31.155987,0.10725806,40.608234
0.44693583,271.34222,258.84015,32.672855,0.11041474,44.2836
0.46150264,217.51138,263.61835,32.16091,0.108607315,39.074173
0.45373076,260.53897,265.2924,34.67357,0.1103362,40.03055
0.44593892,209.20287,246.28687,35.596172,0.09651664,42.078094
0.44362044,229.75757,259.74127,34.43662,0.10005345,39.660686
0.44998717,240.11217,263.6007,31.794153,0.106842175,40.57469
0.44829908,285.08633,282.82355,31.728136,0.11624434,38.71224
0.44249922,228.50287,214.3113,32.10534,0.10064824,40.381016
0.4449246,247.1441,281.80667,33.688625,0.09098538,39.260193
0.44409615,268.95135,236.27563,32.868587,0.10066104,40.726547
0.44180155,219.7302,220.26054,36.524345,0.10478707,43.71944
0.45209837,263.53766,268.50928,33.90822,0.09372532,39.429447
0.45098686,221.88016,230.05779,34.187878,0.09730404,41.356537
